,Date,Low,High,Close,Open
81,2021-01-27,32.25,45.0,39.0,32.97
80,2021-01-26,34.32,36.87,35.37,35.14
79,2021-01-25,29.56,39.58,36.23,34.46
78,2021-01-22,25.82,32.65,32.58,25.85
77,2021-01-21,25.3,26.68,25.98,26.42
76,2021-01-20,25.7,27.3,26.34,27.29
75,2021-01-19,26.0,27.54,26.62,26.81
74,2021-01-15,25.46,28.0,25.64,26.26
73,2021-01-14,24.37,25.62,24.92,25.45
72,2021-01-13,25.13,27.4298,25.5,25.71
71,2021-01-12,25.51,26.42,26.18,26.34
70,2021-01-11,24.31,26.6,25.93,24.61
69,2021-01-08,24.7,26.44,25.2,25.7
68,2021-01-07,23.67,25.19,25.0,24.02
67,2021-01-06,23.25,24.46,23.54,24.12
66,2021-01-05,22.89,24.67,24.6,23.18
65,2021-01-04,22.5,24.5,23.37,23.91
64,2020-12-31,23.52,24.72,23.55,24.63
63,2020-12-30,24.63,25.91,25.1,24.97
62,2020-12-29,24.34,26.1823,24.66,25.75
61,2020-12-28,25.4,28.59,25.63,28.39
60,2020-12-24,27.52,29.16,27.75,28.7976
59,2020-12-23,28.05,29.39,28.69,28.95
58,2020-12-22,26.82,29.42,28.04,29.03
57,2020-12-21,25.4,28.7,28.51,26.19
56,2020-12-18,25.8,26.85,25.97,26.27
55,2020-12-17,26.05,27.45,27.23,26.52
54,2020-12-16,25.11,26.16,25.92,25.71
53,2020-12-15,25.52,27.1,26.43,26.82
52,2020-12-14,26.7301,28.26,27.24,28.26
51,2020-12-11,26.06,28.27,27.2,27.15
50,2020-12-10,25.15,28.04,27.04,25.5412
49,2020-12-09,25.33,28.85,26.63,28.68
48,2020-12-08,27.25,31.24,28.59,30.63
47,2020-12-07,24.44,29.0,28.94,24.44
46,2020-12-04,23.51,25.24,23.85,24.88
45,2020-12-03,23.5,25.62,24.03,23.55
44,2020-12-02,21.15,23.4,22.51,22.24
43,2020-12-01,24.45,28.14,25.67,28.09
42,2020-11-30,24.11,30.15,27.11,28.24
41,2020-11-27,26.12,33.5,27.66,31.19
40,2020-11-25,23.69,29.75,29.05,23.96
39,2020-11-24,20.63,24.27,23.82,22.35
38,2020-11-23,18.57,21.45,21.04,18.63
37,2020-11-20,18.0,19.66,18.15,19.03
36,2020-11-19,17.96,18.98,18.98,18.5
35,2020-11-18,17.54,19.25,17.9,18.28
34,2020-11-17,16.18,18.75,17.85,16.29
33,2020-11-16,15.01,16.1,15.93,15.96
32,2020-11-13,14.49,16.0,15.8,14.49
31,2020-11-12,14.41,17.06,14.58,16.66
30,2020-11-11,14.4,15.97,15.96,14.57
29,2020-11-10,13.18,15.01,14.0,14.99
28,2020-11-09,14.11,15.9,14.67,14.96
27,2020-11-06,12.05,14.96,13.83,12.22
26,2020-11-05,10.85,12.13,11.88,10.9
25,2020-11-04,10.55,10.92,10.72,10.82
24,2020-11-03,10.44,10.94,10.5,10.57
23,2020-11-02,10.23,10.57,10.54,10.23
22,2020-10-30,9.85,10.68,10.13,10.61
21,2020-10-29,10.56,11.1,10.75,10.9
20,2020-10-28,10.1,10.985,10.85,10.66
19,2020-10-27,9.92,11.04,10.95,10.0
18,2020-10-26,9.6,9.97,9.95,9.72
17,2020-10-23,9.47,9.83,9.49,9.71
16,2020-10-22,9.22,9.75,9.68,9.37
15,2020-10-21,9.2,9.48,9.2,9.3
14,2020-10-20,9.27,9.66,9.27,9.6
13,2020-10-19,9.53,9.82,9.57,9.79
12,2020-10-16,9.66,9.95,9.71,9.94
11,2020-10-15,9.18,9.91,9.91,9.27
10,2020-10-14,9.29,9.66,9.34,9.6
9,2020-10-13,9.41,9.88,9.47,9.88
8,2020-10-12,9.66,10.05,9.89,10.04
7,2020-10-09,9.89,10.19,9.95,10.13
6,2020-10-08,9.99,10.4,10.0,10.29
5,2020-10-07,9.99,10.49,10.0,10.04
4,2020-10-06,8.9,10.18,9.9,9.04
3,2020-10-05,8.92,9.49,9.03,9.43
2,2020-10-02,8.94,9.28,9.2,9.06
1,2020-10-01,9.23,10.1,9.46,9.69
0,2020-09-30,9.11,11.42,9.5,10.0
