,Date,Low,High,Close,Open
193,2021-09-16,49.73,51.15,49.84,49.76
192,2021-09-15,47.84,51.15,49.68,48.47
191,2021-09-14,48.14,49.87,48.5,48.81
190,2021-09-13,48.04,50.64,49.05,50.29
189,2021-09-10,50.01,51.98,50.02,51.01
188,2021-09-09,50.064,52.01,50.64,50.35
187,2021-09-08,49.29,51.7499,50.6,51.1
186,2021-09-07,50.3,52.29,51.47,50.5
185,2021-09-03,47.8,51.94,50.61,47.81
184,2021-09-02,47.021,49.5,47.67,48.4
183,2021-09-01,52.37,55.58,53.11,53.105
182,2021-08-31,50.24,51.98,51.54,51.95
181,2021-08-30,50.5,52.67,51.25,50.93
180,2021-08-27,49.37,51.36,50.58,49.6
179,2021-08-26,49.32,51.379,49.41,49.69
178,2021-08-25,48.901,50.44,49.7,49.91
177,2021-08-24,47.3592,50.25,49.72,47.5
176,2021-08-23,45.08,46.9369,46.64,46.1
175,2021-08-20,44.7,46.14,45.51,44.75
174,2021-08-19,44.35,45.8,44.79,45.28
173,2021-08-18,44.73,46.8999,46.08,46.2
172,2021-08-17,44.78,46.04,45.94,45.99
171,2021-08-16,45.9,49.18,46.62,49.0
170,2021-08-13,49.18,51.18,49.38,51.06
169,2021-08-12,50.37,51.75,51.44,50.72
168,2021-08-11,49.81,51.63,51.0,51.59
167,2021-08-10,50.51,52.195,50.8,51.04
166,2021-08-09,48.7,51.37,50.7,48.75
165,2021-08-06,48.15,49.8799,48.83,49.39
164,2021-08-05,48.27,50.13,49.41,49.0
163,2021-08-04,48.9,51.09,49.14,49.41
162,2021-08-03,48.4,50.1,49.8,50.1
161,2021-08-02,49.8594,51.37,50.06,50.45
160,2021-07-30,50.1,51.854,50.35,51.32
159,2021-07-29,51.64,53.37,51.67,52.98
158,2021-07-28,51.17,53.2999,52.79,51.33
157,2021-07-27,49.21,51.63,50.91,51.1
156,2021-07-26,50.41,52.82,51.5,51.46
155,2021-07-23,51.11,53.29,51.36,53.14
154,2021-07-22,52.57,54.5,53.08,54.23
153,2021-07-21,53.2,54.6407,54.03,53.6
152,2021-07-20,50.96,53.46,53.15,51.85
151,2021-07-19,48.95,51.53,51.21,50.0
150,2021-07-16,50.1,52.77,50.64,52.37
149,2021-07-15,50.17,53.4399,52.24,51.99
148,2021-07-14,51.2326,55.7,51.44,55.6
147,2021-07-13,54.95,57.33,55.12,57.0
146,2021-07-12,56.34,59.1799,57.51,59.01
145,2021-07-09,57.355,59.28,59.19,58.61
144,2021-07-08,55.6,58.5,58.5,57.1
143,2021-07-07,57.25,60.23,58.41,60.0
142,2021-07-06,59.2,61.8,59.99,60.84
141,2021-07-02,60.51,64.5,60.53,63.71
140,2021-07-01,61.7,64.44,63.8,62.59
139,2021-06-30,62.21,65.98,62.53,64.03
138,2021-06-29,63.83,67.37,64.42,66.55
137,2021-06-28,64.48,67.38,66.41,64.5
136,2021-06-25,62.39,64.95,64.15,62.5
135,2021-06-24,61.55,63.14,61.88,62.17
134,2021-06-23,59.8,61.83,61.65,60.29
133,2021-06-22,57.61,60.74,60.49,57.83
132,2021-06-21,57.25,59.57,57.89,59.01
131,2021-06-18,58.32,60.5,59.18,59.49
130,2021-06-17,57.2,60.22,59.9,57.57
129,2021-06-16,56.03,58.75,57.9,57.09
128,2021-06-15,56.9,60.3698,57.25,59.76
127,2021-06-14,59.47,62.5498,60.0,61.4
126,2021-06-11,58.2,60.63,60.55,58.3
125,2021-06-10,57.8,62.67,58.08,62.67
124,2021-06-09,62.03,66.73,62.1,64.51
123,2021-06-08,60.51,65.4999,63.29,61.14
122,2021-06-07,58.78,62.8,60.91,62.56
121,2021-06-04,64.33,67.98,64.43,67.31
120,2021-06-03,64.55,70.3,68.26,68.0
119,2021-06-02,69.3,76.85,76.15,70.2
118,2021-06-01,62.5,73.15,71.76,62.5
117,2021-05-28,61.585,65.199,61.71,63.4
116,2021-05-27,58.9614,63.88,63.2,61.08
115,2021-05-26,58.1,61.49,61.43,58.3
114,2021-05-25,57.25,60.95,57.88,60.82
113,2021-05-24,58.68,62.09,59.59,61.74
112,2021-05-21,57.75,62.1595,61.18,58.95
111,2021-05-20,57.1,59.69,57.9,58.9
110,2021-05-19,54.12,58.2,56.92,54.93
109,2021-05-18,53.68,59.0,57.44,54.11
108,2021-05-17,51.26,53.69,53.25,51.94
107,2021-05-14,48.545,52.42,51.94,50.05
106,2021-05-13,47.22,53.4899,48.89,52.03
105,2021-05-12,51.1,54.5799,51.59,53.26
104,2021-05-11,50.0,54.93,54.75,50.0
103,2021-05-10,53.21,56.5,53.65,56.5
102,2021-05-07,56.01,60.65,56.35,57.7
101,2021-05-06,55.105,58.88,56.34,58.1
100,2021-05-05,57.9,60.25,58.74,60.0
99,2021-05-04,57.5765,60.7,59.25,60.5
98,2021-05-03,60.8,66.3453,61.59,66.34
97,2021-04-30,64.2,68.3596,66.26,64.26
96,2021-04-29,65.8,72.53,66.7,72.32
95,2021-04-28,69.55,73.2,71.84,70.55
94,2021-04-27,70.325,73.47,70.91,73.38
93,2021-04-26,68.05,72.75,72.49,70.05
92,2021-04-23,67.25,70.65,69.33,67.3
91,2021-04-22,64.8,70.33,67.16,66.35
90,2021-04-21,59.321,66.57,66.51,60.2
89,2021-04-20,59.4,63.79,60.86,62.11
88,2021-04-19,61.15,68.75,62.1,66.35
87,2021-04-16,63.21,67.16,66.79,65.84
86,2021-04-15,65.11,71.92,66.5,70.1
85,2021-04-14,64.75,73.7,68.46,64.95
84,2021-04-13,59.31,63.38,63.01,59.97
83,2021-04-12,58.8001,61.74,59.89,60.87
82,2021-04-09,60.06,62.3,61.03,62.07
81,2021-04-08,62.15,65.35,63.35,63.8
80,2021-04-07,62.7,68.46,63.2,68.19
79,2021-04-06,66.8,69.77,68.79,67.5
78,2021-04-05,67.51,71.7,68.41,71.0
77,2021-04-01,67.395,71.1599,68.9,69.25
76,2021-03-31,65.0,68.9,65.91,65.33
75,2021-03-30,59.75,63.59,63.09,61.63
74,2021-03-29,61.67,65.34,62.01,64.69
73,2021-03-26,61.09,67.99,64.7,67.36
72,2021-03-25,61.5101,69.625,66.89,62.0
71,2021-03-24,64.5,71.01,64.52,70.79
70,2021-03-23,70.12,75.49,70.51,75.0
69,2021-03-22,73.03,77.87,75.06,75.15
68,2021-03-19,72.3,76.09,74.52,75.5
67,2021-03-18,75.2501,80.96,75.81,79.0
66,2021-03-17,79.21,83.4899,80.56,80.1
65,2021-03-16,82.15,88.4199,83.0,87.0
64,2021-03-15,85.8,91.75,86.77,91.75
63,2021-03-12,82.93,90.91,90.0,85.48
62,2021-03-11,85.5,88.4,86.47,86.67
61,2021-03-10,82.85,89.82,84.56,89.0
60,2021-03-09,83.0,88.58,84.91,85.0
59,2021-03-08,82.85,93.0,83.61,88.01
58,2021-03-05,77.0,98.1,95.15,89.44
57,2021-03-04,83.04,95.56,88.51,92.0
56,2021-03-03,91.11,101.46,93.32,99.41
55,2021-03-02,97.5001,109.54,98.5,106.9
54,2021-03-01,115.0,121.88,121.05,116.19
53,2021-02-26,109.5,117.9399,112.46,116.1
52,2021-02-25,112.73,127.3099,114.31,123.96
51,2021-02-24,118.34,125.32,122.53,122.01
50,2021-02-23,110.19,123.0,121.12,121.25
49,2021-02-22,125.73,134.0,126.22,132.99
48,2021-02-19,133.155,138.79,134.54,134.77
47,2021-02-18,131.0,137.3948,133.56,136.7
46,2021-02-17,136.7,147.0,140.06,146.01
45,2021-02-16,145.45,157.5,147.17,155.4
44,2021-02-12,152.03,160.88,153.73,158.86
43,2021-02-11,154.6,167.7899,156.56,162.86
42,2021-02-10,156.32,176.9399,161.45,170.2
41,2021-02-09,151.99,172.99,168.92,151.99
40,2021-02-08,145.8,151.9,150.8,150.0
39,2021-02-05,144.41,155.8999,146.6,155.07
38,2021-02-04,147.5,158.27,154.37,147.5
37,2021-02-03,143.63,149.992,147.05,149.93
36,2021-02-02,145.62,155.2999,146.88,149.0
35,2021-02-01,133.58,142.3,137.75,140.69
34,2021-01-29,136.7101,147.64,139.6,146.0
33,2021-01-28,139.49,154.03,148.0,149.91
32,2021-01-27,134.0323,160.43,149.09,139.08
31,2021-01-26,138.11,148.39,141.43,144.61
30,2021-01-25,127.36,151.0,147.83,127.6
29,2021-01-22,122.82,127.99,126.57,127.0
28,2021-01-21,128.15,134.4499,130.01,133.5
27,2021-01-20,123.48,131.85,131.38,129.12
26,2021-01-19,126.4,137.7899,126.83,136.0
25,2021-01-15,132.6,142.49,134.15,142.0
24,2021-01-14,137.2,151.8396,138.5,145.82
23,2021-01-13,134.0,145.0,143.14,134.0
22,2021-01-12,127.54,138.4405,133.98,138.3
21,2021-01-11,133.01,142.2574,135.62,136.0
20,2021-01-08,135.6,147.5,143.63,135.92
19,2021-01-07,115.9,137.0,133.58,117.98
18,2021-01-06,112.05,119.2,113.4,119.04
17,2021-01-05,117.5,128.1265,122.17,119.5
16,2021-01-04,119.06,131.205,120.01,131.14
15,2020-12-31,136.512,144.1,138.75,144.1
14,2020-12-30,141.0,151.5,146.84,141.65
13,2020-12-29,135.0,146.39,139.78,146.31
12,2020-12-28,143.13,168.7975,145.88,168.68
11,2020-12-24,156.87,172.5,161.0,168.0
10,2020-12-23,151.5801,183.9,161.06,166.9
9,2020-12-22,163.3,179.0,177.47,170.53
8,2020-12-21,141.0,168.77,160.89,142.0135
7,2020-12-18,115.09,145.0,137.59,116.67
6,2020-12-17,115.45,121.0,117.24,118.44
5,2020-12-16,104.0,116.71,113.69,105.0
4,2020-12-15,98.1,109.89,102.0,104.57
3,2020-12-14,100.66,123.83,102.36,122.16
2,2020-12-11,116.0,133.0,119.58,123.82
1,2020-12-10,96.0,131.7455,130.0,99.48
0,2020-12-09,90.03,115.0,92.49,100.0
